"Document";"Document title";"Committee Code";"Dossier";"Dossier start date";"Dossier end date";"URL";"File" 
"D12674/01";"Culture Programme: Written procedure on the selection of the multi-annual cooperation projects strand 1.1 (budget 2011) - Results ";"C31700";"CMTD(2010)1397";"17/12/2010";"10/02/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3738&DS_ID=12674&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12674&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12804/01";"Memorandum concerning the Special Measure for Libya 2010 - Part II (ex-post info)";"C31300";"CMTD(2010)1413";"21/12/2010";"21/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3754&DS_ID=12804&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12804&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12804/01";"Action Fiche concerning the Special Measure for Libya 2010 - Part II (ex-post info)";"C31300";"CMTD(2010)1413";"21/12/2010";"21/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3754&DS_ID=12804&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12804&version=1&AttLang=en&db_number=2&docType=OTHER"
"D12772/01";"Termination of the written consultation on Draft measure referenced D012257/01 ";"C10000";"CMTD(2010)1402";"17/12/2010";"12/01/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3743&DS_ID=12772&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12772&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12819/01";"Note for the attention of the Members of the  Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration – Theme 10 “Security”  ";"C32500";"CMTD(2010)1409";"14/12/2010";"06/01/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3750&DS_ID=12819&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12819&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12730/01";"Note for the attention of the Committee Civil Justice - request opinion award decision action grants 2010-1";"C34700";"CMTD(2011)0031";"13/01/2011";"01/02/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3796&DS_ID=12730&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12730&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12732/01";"Evaluation report for call for proposals no 2010-1 of the Civil Justice programme";"C34700";"CMTD(2011)0031";"13/01/2011";"01/02/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3796&DS_ID=12732&Version=1";""
"D12419/01";"Commission proposal on new guidelines for a call to be published in the Digitisation of cinemas (Doc. MEDIA 10/66/EN)";"C31600";"CMTD(2010)1351";"13/12/2010";"13/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3692&DS_ID=12419&Version=1";""
"D12420/01";"Commission proposal on new guidelines for a call to be published in the Pilot Projects (Doc. MEDIA 10/58/EN)";"C31600";"CMTD(2010)1351";"13/12/2010";"13/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3692&DS_ID=12420&Version=1";""
"D12373/02";"Draft COMMISSION RECOMMENDATION on guidelines for the implementation of data protection rules in the Consumer Protection Cooperation System (CPCS)  ";"C25900";"CMTD(2010)1299";"06/12/2010";"06/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3640&DS_ID=12373&Version=2";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12373&version=2&AttLang=en&db_number=1&docType=OTHER"
"D11643/01";"Note launching the Written Consulation on the technical guidelines for the identification of mixing zones pursuant to Article 4(4) of the Directive 2008/105/EC ";"C11300";"CMTD(2010)1129";"04/10/2010";"18/10/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3470&DS_ID=11643&Version=1";""
"D12003/01";"Reply to letter from the Commissioner - request to shorten the RoS for the Afghanistan AAP 2010";"C31400";"CMTD(2010)1143";"15/10/2010";"22/10/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3484&DS_ID=12003&Version=1";""
"D12021/01";"Note to the members of the Europe for Citizens Programme Committee";"C30400";"CMTD(2010)1225";"29/10/2010";"09/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3566&DS_ID=12021&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12021&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12448/01";"Note for the attention of the Members of the Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration –  Theme 10 “Security”  ";"C32500";"CMTD(2010)1275";"11/11/2010";"25/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3616&DS_ID=12448&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12448&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12452/01";"Note to Programme Committee on outcome of written procedure - batch 1 - PERSEUS";"C32500";"CMTD(2010)1276";"11/11/2010";"25/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3617&DS_ID=12452&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12452&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12461/01";"Action Fiche for the Erasmus Mundus programme in favour of Iran, Iraq and Yemen";"C31400";"CMTD(2010)1378";"02/12/2010";"02/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3719&DS_ID=12461&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12461&version=1&AttLang=en&db_number=2&docType=OTHER"
"D12461/01";"Memorandum - Erasmus Mundus Programme in favour of Iran, Iraq and Yemen";"C31400";"CMTD(2010)1378";"02/12/2010";"02/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3719&DS_ID=12461&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12461&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12421/01";"Commission proposal on new guidelines for a call to be published in the Cinema Automatic Support to Distribution: (Doc. MEDIA 10/61/EN)";"C31600";"CMTD(2010)1351";"13/12/2010";"13/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3692&DS_ID=12421&Version=1";""
"D12422/01";"Commission proposal on new guidelines for a call to be published in the Sales Agent Support (Doc. MEDIA 10/59/EN)";"C31600";"CMTD(2010)1351";"13/12/2010";"13/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3692&DS_ID=12422&Version=1";""
"D12466/01";"Note to the members of the Europe for Citizens Programme Committee";"C30400";"CMTD(2010)1367";"02/12/2010";"09/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3708&DS_ID=12466&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12466&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12483/01";"Memorandum concerning a Special Mesure for Libya (2Mio for 2010) - Ex Post Info";"C31300";"CMTD(2010)1381";"14/12/2010";"14/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3722&DS_ID=12483&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12483&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12483/01";"Action Fiche concerning a Special Mesure for Libya (2Mio for 2010) - Ex Post Info";"C31300";"CMTD(2010)1381";"14/12/2010";"14/12/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3722&DS_ID=12483&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12483&version=1&AttLang=en&db_number=2&docType=OTHER"
"D12838/01";"Note for the attention of the Members of the Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration – Theme 10 “Security""";"C32500";"CMTD(2010)1410";"21/12/2010";"13/01/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3751&DS_ID=12838&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12838&version=1&AttLang=en&db_number=1&docType=OTHER"
"D32026/01";"Opinion of the Single European Rail Area Committee on a draft Commission Implementing Decision on a cross-border agreement in the area of railway transport, pursuant to Article 14(5) of Directive 2012/34/EU (CBA 103)";"C41500";"CMTD(2014)0165";"04/02/2014";"18/02/2014";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=9017&DS_ID=32026&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=32026&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12852/01";"Note for the attention of the Civil Justice Committee - extention of the deadline";"C34700";"CMTD(2011)0031";"13/01/2011";"01/02/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3796&DS_ID=12852&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12852&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12066/01";"Note to the committee members launching the written consultation on the award decsion for e-justice action grants under JPEN 2010 ";"C33400";"CMTD(2010)1274";"11/11/2010";"26/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3615&DS_ID=12066&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12066&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12068/01";"EVALUATION REPORT  for the 2010 call for proposals on e-Justice under the   Criminal Justice Programme Deadline 4/08/2010  ";"C33400";"CMTD(2010)1274";"11/11/2010";"26/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3615&DS_ID=12068&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12068&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12069/01";"Consultation of the Committee for the specific ""Criminal Justice"" Programme by means of written procedure on the draft award decision concerning the 2009 call for proposals for the Criminal Justice operating grants JLS/2009/JPEN/AG.";"C33400";"CMTD(2010)0503";"06/05/2010";"19/05/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2844&DS_ID=12069&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12069&version=1&AttLang=en&db_number=1&docType=OTHER"
"D12072/01";"EVALUATION REPORT  for the call for proposals n° 2009 of the   Criminal Justice Programme for Operating grants  ";"C33400";"CMTD(2010)0503";"06/05/2010";"19/05/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2844&DS_ID=12072&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=12072&version=1&AttLang=en&db_number=1&docType=OTHER"
"D11817/02";"Revised and final version of the room document for the Habitats Committee of 15 November 2010 stating all the modifications in the annexes of the lists. ";"C13400";"CMTD(2010)1144";"15/11/2010";"15/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3485&DS_ID=11817&Version=2";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=11817&version=2&AttLang=en&db_number=1&docType=OTHER"
"D11841/01";"Summary Report : Opinion of the Committee on the recognition of professional qualifications  on the Draft Commission Regulation amending Annexes II and V, 5.1.3 to Directive 2005/36/EC of the European Parliament and of the Council on the recognition of professional qualifications  ";"C26900";"CMTD(2010)1066";"29/09/2010";"20/10/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3407&DS_ID=11841&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=11841&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13303/01";"Directive on Driving Licence - New model - Explanatory note";"C09200";"CMTD(2011)0233";"25/02/2011";"21/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3998&DS_ID=13303&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13303&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13906/01";"Note for the attention of the Members of the Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration – Theme 10 “Security”  ";"C32500";"CMTD(2011)0374";"01/04/2011";"15/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4139&DS_ID=13906&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13906&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13513/01";"Letter by Mr Kastrissianakis on the transmission of the confidential document ""Draft Decision of the Commission amending Decision C (2009) 2601 of 15. April 2009 on the establishment of common risk criteria and standards for security and safety risk analysis for the harmonised application of certain customs controls pursuant to Council Regulation (EEC) No 2913/92";"C18115";"CMTD(2010)1255";"29/11/2010";"29/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3596&DS_ID=13513&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13513&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13513/01";"External voting sheet";"C18115";"CMTD(2010)1255";"29/11/2010";"29/11/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3596&DS_ID=13513&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13513&version=1&AttLang=en&db_number=2&docType=OTHER"
"D13745/01";"Evaluation report OG under JPEN 2010";"C33400";"CMTD(2011)0336";"23/03/2011";"29/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4101&DS_ID=13745&Version=1";""
"D13531/01";"Note to the members";"C30500";"CMTD(2011)0287";"23/02/2011";"09/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4052&DS_ID=13531&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13531&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13662/01";"Civil Justice Committee - Report of the Evaluation Committee - Call for Proposals 2010 - Training of National Judges in Competition Law";"C34700";"CMTD(2011)0314";"18/03/2011";"15/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4079&DS_ID=13662&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13662&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13663/01";"Note to the attention of the members of the Committee for the specific programme ""Civil Justice""";"C34700";"CMTD(2011)0314";"18/03/2011";"15/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4079&DS_ID=13663&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13663&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13664/01";"Summary description of proposals received ";"C34700";"CMTD(2011)0314";"18/03/2011";"15/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4079&DS_ID=13664&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13664&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13116/01";"Note for the attention of the Members of the Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration – Theme 10 “Security”  ";"C32500";"CMTD(2011)0183";"16/02/2011";"02/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3948&DS_ID=13116&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13116&version=1&AttLang=en&db_number=1&docType=OTHER"
"D14151/01";"Written opinon on 2 proposals of the 2nd batch of FP7-PEOPLE-2010-COFUND ref. PPC-11-08";"C32200";"CMTD(2011)0432";"15/04/2011";"02/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4197&DS_ID=14151&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14151&version=1&AttLang=en&db_number=1&docType=OTHER"
"D14280/01";"Annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=1&docType=OTHER"
"D14280/01";"Annex 1 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=2&docType=OTHER"
"D14280/01";"Annex 2 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=3&docType=OTHER"
"D14280/01";"Annex 3 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=4&docType=OTHER"
"D14280/01";"Annex 4 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=5&docType=OTHER"
"D14280/01";"Annex 5 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=6&docType=OTHER"
"D14280/01";"Annex 6 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=7&docType=OTHER"
"D14280/01";"Annex 7 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=8&docType=OTHER"
"D14280/01";"Annex 8 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=9&docType=OTHER"
"D14280/01";"Annex 9 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=10&docType=OTHER"
"D14280/01";"Annex 10 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=11&docType=OTHER"
"D14280/01";"Annex 11 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=12&docType=OTHER"
"D14280/01";"Annex 12 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=13&docType=OTHER"
"D14280/01";"Annex 13 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=14&docType=OTHER"
"D14280/01";"Annex 14 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=15&docType=OTHER"
"D14280/01";"Annex 15 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=16&docType=OTHER"
"D14280/01";"Annex 16 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=17&docType=OTHER"
"D14280/01";"Annex 17 to the annual activity report 2010";"C30400";"CMTD(2011)0467";"11/05/2011";"11/05/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4232&DS_ID=14280&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=14280&version=1&AttLang=en&db_number=18&docType=OTHER"
"D13785/01";"Note for the attention of the Members of the Programme Committee for the execution of the Specific programme ‘Cooperation’ implementing the Seventh Framework Programme (2007-2013) of the European Community for research, technological development and demonstration – Theme 10 “Security”  ";"C32500";"CMTD(2011)0183";"16/02/2011";"02/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3948&DS_ID=13785&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13785&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13916/01";"Report from the Commission to the European Parliament and Council - EETS Mid-Term Review";"C07400";"CMTD(2011)0378";"06/04/2011";"06/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4143&DS_ID=13916&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13916&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13925/01";"NOTE FOR THE ATTENTION OF THE COMMITTEE ON TRADE RETALIATION  (Established by Council Regulation (EC) No 673/2005)";"C23500";"CMTD(2011)0238";"28/02/2011";"17/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4003&DS_ID=13925&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13925&version=1&AttLang=en&db_number=1&docType=OTHER"
"D15936/01";"Cover note launching the written procedure on the draft Commission Decision adopting the list of Specific Actions for 2010 under the External Borders Fund ";"C33700";"CMTD(2011)0897";"09/08/2011";"23/08/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4662&DS_ID=15936&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=15936&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13292/01";"NOTIFICATION UNDER ARTICLE 3(2)(D) AND NOTE 9 OF ANNEX I OF THE ENVIRONMENTAL QUALITY STANDARDS DIRECTIVE";"C11300";"CMTD(2011)0149";"03/03/2011";"03/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=3914&DS_ID=13292&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=13292&version=1&AttLang=en&db_number=1&docType=OTHER"
"D13315/01";"Letter - Written procedure FRC committee";"C34000";"CMTD(2011)0236";"28/02/2011";"18/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4001&DS_ID=13315&Version=1";""
"D13328/01";"Note to the Committee members on Draft Implementing Commission Regulation adjusting from 1 May 2011 the level of retaliation applied in the WTO dispute on the United States' Continued Dumping and Subsidy Offset Act of 2000 (""CDSOA"", commonly known as ""Byrd Amendment"")";"C23500";"CMTD(2011)0238";"28/02/2011";"17/03/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4003&DS_ID=13328&Version=1";""
"D13922/01";"2010 Daphne operating grants final report";"C21000";"CMTD(2011)0381";"30/03/2011";"07/04/2011";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=4146&DS_ID=13922&Version=1";""
