"Document";"Document title";"Committee Code";"Dossier";"Dossier start date";"Dossier end date";"URL";"File" 
"D07970/01";"Summary record - SCS - 7/12/2009";"C20300";"CMTD(2009)1240";"07/12/2009";"07/12/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2231&DS_ID=7970&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7970&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07970/01";"List of participants";"C20300";"CMTD(2009)1240";"07/12/2009";"07/12/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2231&DS_ID=7970&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7970&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07989/01";"Summary record meeting of 17 December 2009 of the Standing Committee on Biocidal Products";"C13900";"CMTD(2009)1164";"17/12/2009";"17/12/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2155&DS_ID=7989&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7989&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07318/01";"Summary report - meeting of 12 May 2009 of the FP7 Capacities Knowledge programme committee";"C32303";"CMTD(2009)0415";"12/05/2009";"12/05/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1405&DS_ID=7318&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7318&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07354/01";"Summary Record of the Civil Justice Committee meeting of 16/11/2009";"C34700";"CMTD(2009)1138";"16/11/2009";"16/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2129&DS_ID=7354&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7354&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07354/01";"Annex - List of authorities represented at the meeting of 16/11/2009";"C34700";"CMTD(2009)1138";"16/11/2009";"16/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2129&DS_ID=7354&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7354&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07387/01";"Summary Record of the 149th Meeting of the Management Committee for the Common Organisation of Agricultural Markets";"C35000";"CMTD(2009)1112";"13/11/2009";"13/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2103&DS_ID=7387&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7387&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07390/01";"Summary record - meeting of 16&17 November 2009 of the LLP Committee";"C30800";"CMTD(2009)1099";"16/11/2009";"17/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2090&DS_ID=7390&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7390&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07398/01";"Summary record - Meeting of 6/11/2009 of the COMMITTEE FOR THE ADAPTATION TO SCIENTIFIC AND TECHNICAL PROGRESS OF EC-LEGISLATION ON WASTE.  ";"C11700";"CMTD(2009)1018";"06/11/2009";"06/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2009&DS_ID=7398&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7398&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07402/01";"Summary report of the 178th meeting of the ORIGIN SECTION of the CUSTOMS CODE COMMITTEE, held in Brussels on 25 September 2009";"C18111";"CMTD(2009)0929";"25/09/2009";"25/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1920&DS_ID=7402&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7402&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07402/01";"Participation list";"C18111";"CMTD(2009)0929";"25/09/2009";"25/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1920&DS_ID=7402&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7402&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07406/01";"Summary report from the meeting on 27 October 2009  ";"C34400";"CMTD(2009)1182";"27/10/2009";"27/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2173&DS_ID=7406&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7406&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06733/01";"Summary record - AH (+CIC) - 8 & 9 September 2009";"C20405";"CMTD(2009)0830";"08/09/2009";"09/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1821&DS_ID=6733&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6733&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06733/01";"Summary record - AH (+CIC) - 8 & 9 September 2009";"C20402";"CMTD(2009)0829";"08/09/2009";"09/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1820&DS_ID=6733&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6733&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06733/01";"List of participants";"C20405";"CMTD(2009)0830";"08/09/2009";"09/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1821&DS_ID=6733&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6733&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D06733/01";"List of participants";"C20402";"CMTD(2009)0829";"08/09/2009";"09/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1820&DS_ID=6733&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6733&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D06873/01";"Summary record - 7th meeting of the Specific Programme Committee ""Ideas"" 30 September 2009 ";"C32100";"CMTD(2009)0862";"30/09/2009";"30/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1853&DS_ID=6873&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6873&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07358/01";"Minutes of the third meeting of the Customs Code Committee - Section Valuation - held on 29 September 2009";"C18103";"CMTD(2009)0757";"29/09/2009";"29/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1748&DS_ID=7358&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7358&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D08018/01";"Summary Report of the 101st Meeting of the Management Committee for Directs Payments";"C04800";"CMTD(2009)1343";"07/01/2010";"07/01/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2334&DS_ID=8018&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8018&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D08043/01";"MEDIA 2007 COMMITTEE    CONCISE MINUTES OF THE 17th MEETING  Meeting of 17 December 2009  Brussels, Albert Borschette Centre  ";"C31600";"CMTD(2009)1280";"17/12/2009";"17/12/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2271&DS_ID=8043&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8043&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06671/01";"Summary Record - meeting of 1 October 2009 of the Radio Spectrum Committee ";"C15600";"CMTD(2009)0882";"01/10/2009";"01/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1873&DS_ID=6671&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6671&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06671/01";"List of participants RSC29 meeting on 1 October 2009 ";"C15600";"CMTD(2009)0882";"01/10/2009";"01/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1873&DS_ID=6671&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6671&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D06798/01";"summary report Regulatory Committee 24 September 2009";"C12000";"CMTD(2009)0846";"24/09/2009";"24/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1837&DS_ID=6798&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6798&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06954/01";"Summary Record of 174th Meeting of the Community Committee for the Farm Accountancy Data Network";"C04000";"CMTD(2009)1001";"19/10/2009";"19/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1992&DS_ID=6954&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6954&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06964/01";"Minutes of the 12 May 2009 SIS-VIS CM SIS II Technical Meeting";"C34400";"CMTD(2009)0449";"12/05/2009";"12/05/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1439&DS_ID=6964&Version=1";""
"D08257/01";"Annex 1";"C19500";"CMTD(2009)0474";"15/06/2009";"15/06/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1464&DS_ID=8257&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8257&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D08257/01";"Annex 2";"C19500";"CMTD(2009)0474";"15/06/2009";"15/06/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1464&DS_ID=8257&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8257&version=1&AttLang=en&db_number=3&docType=SUMMARY_RECORD"
"D08257/01";"Annex 3";"C19500";"CMTD(2009)0474";"15/06/2009";"15/06/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1464&DS_ID=8257&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8257&version=1&AttLang=en&db_number=4&docType=SUMMARY_RECORD"
"D08255/01";"Annex 1";"C19500";"CMTD(2009)0992";"21/10/2009";"21/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1983&DS_ID=8255&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8255&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D08255/01";"Annex 2";"C19500";"CMTD(2009)0992";"21/10/2009";"21/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1983&DS_ID=8255&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8255&version=1&AttLang=en&db_number=3&docType=SUMMARY_RECORD"
"D08255/01";"Annex 3";"C19500";"CMTD(2009)0992";"21/10/2009";"21/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1983&DS_ID=8255&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8255&version=1&AttLang=en&db_number=4&docType=SUMMARY_RECORD"
"D07968/02";"Summary record with voting results";"C20405";"CMTD(2009)1038";"03/11/2009";"04/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2029&DS_ID=7968&Version=2";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7968&version=2&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07968/02";"List of participants";"C20405";"CMTD(2009)1038";"03/11/2009";"04/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2029&DS_ID=7968&Version=2";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7968&version=2&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D06940/01";"Summary Record - SCS - 21/9/2009";"C20300";"CMTD(2009)0868";"21/09/2009";"21/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1859&DS_ID=6940&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6940&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06940/01";"List of participants";"C20300";"CMTD(2009)0868";"21/09/2009";"21/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1859&DS_ID=6940&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6940&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07234/01";"Summary of FRC committee meeting 01/10/2009";"C34000";"CMTD(2009)0904";"01/10/2009";"01/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1895&DS_ID=7234&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7234&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07235/01";"Minutes of the meeting of Committee for Fisheries and Aquaculture Sector, 28-29 October";"C16100";"CMTD(2009)1020";"28/10/2009";"29/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2011&DS_ID=7235&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7235&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07237/01";"Summary record - meeting of the 08/10/2009 of the Advisory Committee on the European Year for Combating Poverty and Social Exclusion ";"C36900";"CMTD(2009)0942";"08/10/2009";"08/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1933&DS_ID=7237&Version=1";""
"D07255/01";"Summary report of the meetin g of the Article 6 committee of 8 October 2009";"C20800";"CMTD(2009)0847";"08/10/2009";"08/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1838&DS_ID=7255&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7255&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07295/01";"Summary record - meeting of 2 April 2009 of the NMP programme committee";"C32004";"CMTD(2009)0407";"02/04/2009";"02/04/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1397&DS_ID=7295&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7295&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07296/01";"Summary record - meeting of 2 October 2009 of the FP7 Capacities SME programme committee";"C32302";"CMTD(2009)1029";"02/10/2009";"02/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2020&DS_ID=7296&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7296&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06996/01";"List of participants on the 1st Customs Code Committee – General Customs Legislation Section of 20 March 2008";"C18109";"CMTD(2009)0295";"20/03/2009";"20/03/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1285&DS_ID=6996&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6996&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07159/01";"Minutes of the meeting - 1st CCC-GEN - AEO subsection";"C18109";"CMTD(2009)0960";"09/09/2009";"09/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1951&DS_ID=7159&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7159&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07614/02";"Summary Record of the 99th Meeting of the Management Committee for Direct Payments   and  Summary Record of the Joint Meeting of the Management Committee for Direct Payments and of the Management Committee for the Common Organisation of Agricultural Markets";"C04800";"CMTD(2009)1203";"26/11/2009";"26/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2194&DS_ID=7614&Version=2";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7614&version=2&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07639/01";"Summary record - meeting of 18 November 2009 of the FP7 Cooperation Transports programme committee";"C32007";"CMTD(2009)1144";"18/11/2009";"18/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2135&DS_ID=7639&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7639&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07688/01";"Summary record - GMFF - 19 October 2009";"C20409";"CMTD(2009)0976";"19/10/2009";"19/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1967&DS_ID=7688&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7688&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07690/01";"Summary record - meeting of 19 November 2009 of the CIP-ICTC Management Committee ";"C31200";"CMTD(2009)1131";"19/11/2009";"19/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2122&DS_ID=7690&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7690&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07695/01";"Outcome of written procedure 10, deadline 2/12/2009";"C32400";"CMTD(2009)1193";"17/11/2009";"02/12/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2184&DS_ID=7695&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7695&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D08152/01";"Summary Record of the 140th Meeting of the Management Committee for the Common Organisation of Agricultural Markets";"C35000";"CMTD(2009)1016";"22/10/2009";"22/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2007&DS_ID=8152&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8152&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D08163/01";"Summary Record of the 159th Management Committee for the Common Organisation of the Agricultural Markets";"C35000";"CMTD(2009)1347";"11/01/2010";"11/01/2010";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2338&DS_ID=8163&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=8163&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07509/01";"Summary record - Joint meeting of the SCFCAH AH & of the Standing Committee on Zootechnics - 14 July 2009";"C20402";"CMTD(2009)0658";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1648&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07509/01";"Summary record - Joint meeting of the SCFCAH AH & of the Standing Committee on Zootechnics - 14 July 2009";"C20500";"CMTD(2009)0659";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1649&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07509/01";"Summary record - Standing Committee on Zootechnics - 14 July 2009";"C20402";"CMTD(2009)0658";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1648&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07509/01";"Summary record - Standing Committee on Zootechnics - 14 July 2009";"C20500";"CMTD(2009)0659";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1649&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=2&docType=SUMMARY_RECORD"
"D07509/01";"List of participants";"C20402";"CMTD(2009)0658";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1648&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=3&docType=SUMMARY_RECORD"
"D07509/01";"List of participants";"C20500";"CMTD(2009)0659";"14/07/2009";"14/07/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1649&DS_ID=7509&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7509&version=1&AttLang=en&db_number=3&docType=SUMMARY_RECORD"
"D07529/01";"Summary Report for the European Parliament: 52nd Meeting of the DCI Committee on 27 October 2009, Thematic programme ""SUGAR""";"C31400";"CMTD(2009)0997";"27/10/2009";"27/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1988&DS_ID=7529&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7529&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07534/01";"Summary record - meeting of 25 June 2009 of the FP7 Cooperation Specific programme committee";"C32001";"CMTD(2009)0634";"25/06/2009";"25/06/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1624&DS_ID=7534&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7534&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07511/01";"Minutes of the EFF Committee meeting held on 16 October 2009";"C30700";"CMTD(2009)0953";"16/10/2009";"16/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1944&DS_ID=7511&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7511&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07492/01";"Summary record - meeting of 10 October 2009 of the FP7 Capacities Infrastructures programme committee";"C32301";"CMTD(2009)0865";"09/10/2009";"09/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1856&DS_ID=7492&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7492&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07541/01";"Summary records of MAAC 15 October 2009";"C22200";"CMTD(2009)1244";"15/10/2009";"15/10/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2235&DS_ID=7541&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7541&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07544/01";"Summary Record - meeting of 13/11/2009 of the COMMITTEE FOR THE ADAPTATION TO SCIENTIFIC AND TECHNICAL PROGRESS OF EC-LEGISLATION ON WASTE on DIRECTIVE 1999/31/EC ON THE LANDFILL OF WASTE  ";"C11700";"CMTD(2009)1050";"13/11/2009";"13/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2041&DS_ID=7544&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7544&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07545/01";"Summary record meeting of 17/11/2009 of the Committee for the road package regulations - ";"C09500";"CMTD(2009)1117";"17/11/2009";"17/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2108&DS_ID=7545&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7545&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D07559/01";"Summary Record of the 87th Meeting of the Standing Committee on Organic Farming";"C06500";"CMTD(2009)1130";"19/11/2009";"20/11/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=2121&DS_ID=7559&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=7559&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06663/01";"PV - meeting of 22-23 september, Committee for Fisheries and Aquaculture sector";"C16100";"CMTD(2009)0858";"22/09/2009";"23/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1849&DS_ID=6663&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6663&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
"D06823/01";"Summary record of the 17th IPA Committee meeting on 25 September 2009";"C30500";"CMTD(2009)0886";"25/09/2009";"25/09/2009";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=search.documentdetail&Dos_ID=1877&DS_ID=6823&Version=1";"http://ec.europa.eu/transparency/regcomitology/index.cfm?do=Search.getPDF&ds_id=6823&version=1&AttLang=en&db_number=1&docType=SUMMARY_RECORD"
